Edad	Vivienda	Genero	Dependiente	Estado_Civil	Cargas	Egresos	Ingresos	Deuda	Dias_Atraso	Consumos_TC	Antiguedad	Score	Numero_TC	Antiguedad_TC	Cupo_TC	Comprometido	Cupo_Promedio
32	Familiar	Masculino	No	Soltero	0			420,31	0	1	121	674	3	63	344,1	0,07	516,15
27	Sin Info	Femenino	Sin Info	Soltero	0		1500	0	0	3	57	900	6	16	1283,33	0,47	2566,67
78	Familiar	Masculino	No	Soltero	0			198,77	0	1	228	957	2	0	198,77	0,19	397,54
41	Familiar	Masculino	Si	Soltero	0			0	0	10	88	766	2	0	300	0,45	0
38	Familiar	Masculino	No	Casado	1			897,08	0	1	81	656	4	80	451,38	0,2	1805,54
34	Familiar	Masculino	No	Soltero	0		59	257,9	0	1	14	884	1	0	1600	0,15	1600
54	Familiar	Masculino	No	Casado	1	150	590	700	0	13	109	836	2	0	2000	0,17	4000
53	Sin Info	Masculino	Sin Info	Casado	0			0	0	10	128	932	2	1	1170	0,23	2340
50	Familiar	Femenino	No	Soltero	0		295	0	0	8	54	974	2	0	700	0,04	0
46	Familiar	Masculino	No	Soltero	0	325	2400	140	0	13	90	850	5	4	1327,8	0,49	3319,5
46	Familiar	Masculino	No	Soltero	0		1901	0	0	10	64	915	6	41	1626,83	0,47	4880,5
45	Familiar	Masculino	No	Soltero	0	880	2200	283,5	0	12	104	696	2	0	1877,5	0,27	3755
39	Sin Info	Masculino	Si	Casado	0		500	0	0	10	85	955	4	14	2875	0,4	11500
30	Familiar	Masculino	No	Soltero	0		300	0	0	10	42	334	2	0	1050	0,78	0
42	Familiar	Masculino	No	Soltero	0		331	211,68	0	5	68	908	8	48	3719,13	0,45	7438,25
39	Familiar	Masculino	No	Soltero	0	320	264	506,24	0	1	1	874	2	0	550	0,08	1100
35	Familiar	Masculino	No	Soltero	0			255,22	0	1	27	117	2	0	450,49	0,34	900,97
29	Sin Info	Femenino	Sin Info	Casado	0		800	0	0	10	48	920	2	1	3500	0,36	7000
30	Familiar	Masculino	No	Soltero	0		66	281,21	0	1	1	874	2	0	281,21	0,05	562,42
37	Sin Info	Femenino	No	Casado	2	1300	5000	0	0	10	109	958	4	4	698,62	0,02	2794,46
41	Familiar	Femenino	No	Casado	0		297	0	0	12	124	844	2	0	800	0,28	0
35	Familiar	Masculino	No	Soltero	0		725	0	0	12	104	974	10	35	2014	0,34	20140
28	Familiar	Masculino	No	Soltero	0		1056	0	0	0	50	935	10	24	795,5	0,08	3977,5
29	Propia	Femenino	No	Casado	0		292	175,3	0	11	40	907	7	23	1194,29	0,39	2786,67
38	Sin Info	Masculino	Sin Info	Casado	0		1338	0	0	0	76	919	4	24	675	0,28	2700
28	Familiar	Masculino	No	Casado	1		935	0	0	6	21	955	2	0	500	0,02	0
20	Familiar	Masculino	No	Soltero	0			219,95	0	1	1	874	2	0	436,6	0,04	873,2
45	Familiar	Masculino	No	Soltero	0		179	0	0	11	73	945	6	43	3541,67	0,49	10625
37	Sin Info	Femenino	Sin Info	Casado	0		297	0	0	9	101	933	6	23	1980	0,41	3960
27	Sin Info	Masculino	Sin Info	Soltero	0		723	0	0	0	47	761	7	18	440	0,27	1540
29	Familiar	Masculino	No	Soltero	0		380	0	0	9	62	948	5	40	1278	0,11	6390
32	Familiar	Masculino	No	Soltero	0		340	555,65	0	1	69	932	1	0	1200	0,16	1200
62	Sin Info	Femenino	Sin Info	Soltero	0		292	0	0	5	51	794	5	17	1050	0,16	5250
59	Familiar	Femenino	No	Soltero	0			0	0	9	99	970	2	0	200	0,09	0
53	Familiar	Masculino	No	Casado	0		350	0	0	8	87	727	2	0	200	0,29	0
51	Familiar	Masculino	No	Casado	0			0	0	12	53	688	2	0	331,85	0,3	0
51	Familiar	Masculino	No	Divorciado	0		264	0	0	7	215	964	6	26	1125	0,14	6750
27	Familiar	Femenino	No	Soltero	0		264	1000	0	10	73	957	5	33	750	0,3	1875
50	Familiar	Femenino	No	Soltero	0		1242	100	0	11	183	368	8	12	2153,25	0,31	4306,5
47	Familiar	Masculino	No	Soltero	0		295	900	0	12	104	902	8	44	1515	0,37	3030
45	Sin Info	Femenino	Sin Info	Union libre	0		185	1000	0	12	78	912	3	20	866,67	0,23	1300
35	Familiar	Masculino	Si	Casado	0		292	0	0	0	99	956	8	16	1012,5	0,24	2700
37	Familiar	Masculino	No	Casado	0		350	0	0	12	145	949	4	30	725	0,14	2900
37	Familiar	Femenino	No	Casado	0		292	0	0	6	181	874	8	20	1056,25	0,19	2816,67
36	Sin Info	Masculino	Sin Info	Soltero	0		292	1000	0	13	91	918	8	18	1318,75	0,32	2110
33	Familiar	Femenino	No	Casado	0		310	1178	0	11	90	835	2	3	350	0,2	700
33	Sin Info	Femenino	Sin Info	Casado	0			0	0	11	122	941	6	49	1635	0,4	3270
31	Sin Info	Femenino	Sin Info	Soltero	0		555	1275,46	0	13	86	943	5	20	1242,96	0,39	2071,6
31	Familiar	Femenino	Si	Soltero	0			0	0	12	52	945	6	19	1240	0,21	3720
32	Familiar	Masculino	No	Soltero	0			0	0	11	54	902	2	0	200	0,22	0
23	Familiar	Femenino	No	Soltero	0			0	0	12	58	405	2	0	1150	0,55	0
27	Familiar	Masculino	Si	Union libre	0		292	0	0	10	57	974	6	18	2261,11	0,24	6783,32
25	Familiar	Masculino	No	Soltero	0	240	600	219,99	0	1	21	739	1	0	600	0,04	600
44	Familiar	Masculino	Si	Soltero	0			0	0	11	89	928	2	0	350	0,11	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	4	59	930	2	2	600	0,04	1200
53	Familiar	Masculino	No	Soltero	0		66	370,36	0	1	41	897	2	0	370,36	0,26	740,72
50	Familiar	Masculino	No	Union libre	0			0	0	12	90	882	6	18	1101,98	0,18	3305,93
39	Familiar	Masculino	No	Soltero	0			0	0	10	76	904	4	75	670,44	0,33	2681,75
32	Familiar	Masculino	No	Soltero	0			563,19	0	1	55	760	4	20	175	0,33	700
25	Familiar	Masculino	No	Soltero	0		700	0	0	8	52	941	4	10	1212,1	0,15	4848,41
27	Familiar	Masculino	No	Soltero	0	200	400	0	0	10	38	847	4	15	892,25	0,29	3569
35	Alquilada	Masculino	No	Casado	1	700	1000	0	0	11	79	906	2	0	1075	0,36	0
30	Familiar	Masculino	No	Soltero	0		297	43,96	0	11	94	957	2	0	1013,94	0,02	2027,88
58	Familiar	Masculino	No	Soltero	0	480	1200	364,54	0	1	76	826	2	0	475,3	0,14	950,6
49	Familiar	Femenino	No	Casado	1	550	1200	900	0	7	96	929	1	0	1400	0,39	1400
44	Familiar	Masculino	No	Soltero	0	400	300	0	0	7	37	847	4	11	2200	0,18	8800
47	Familiar	Masculino	No	Soltero	0		150	874	0	12	103	922	7	46	1749,71	0,35	4082,67
43	Sin Info	Masculino	No	Soltero	0		500	14,9	0	10	205	845	9	17	2600	0,53	5850
41	Familiar	Masculino	No	Soltero	0		821	40,26	0	11	144	888	2	0	885,5	0,08	1771
34	Familiar	Masculino	No	Casado	0		1000	0	0	11	89	938	2	0	400	0,25	0
32	Familiar	Femenino	No	Casado	0		159	0	0	11	85	829	6	84	2108,33	0,29	6325
27	Familiar	Masculino	No	Soltero	0		356	20,29	0	8	68	916	2	0	523,5	0,07	1047
24	Familiar	Masculino	No	Soltero	0	640	360	0	0	9	40	934	11	39	1965,45	0,21	7206,67
29	Familiar	Masculino	No	Soltero	0		397	0	0	12	29	886	6	18	836,67	0,28	5020
23	Sin Info	Masculino	No	Soltero	0	1000	5000	0	0	6	44	902	2	0	900	0,3	0
27	Familiar	Masculino	No	Soltero	0		609	995,07	0	13	41	806	8	24	1081,75	0,32	2163,5
32	Familiar	Masculino	No	Soltero	0		379	0	0	9	79	927	2	0	1196	0,25	0
31	Familiar	Masculino	No	Soltero	0	520	1300	0	0	11	43	961	2	0	1091,5	0,17	0
29	Familiar	Masculino	No	Casado	0	680	264	0	0	12	41	331	10	40	926	0,29	3086,67
56	Familiar	Femenino	No	Viudo	0	880	264	505,19	1	13	66	902	8	30	988,48	0,3	2635,95
50	Sin Info	Femenino	No	Soltero	0		264	0	0	5	101	911	7	23	920	0,21	3220
43	Propia	Femenino	No	Casado	1	1950	2900	787,13	0	11	82	920	4	33	725	0,37	2900
43	Familiar	Masculino	No	Soltero	0		295	0	0	11	27	860	2	0	429,5	0	0
38	Familiar	Femenino	No	Soltero	0	920	264	0	0	10	100	952	2	0	1350	0,26	0
33	Otras	Femenino	No	Soltero	0		1834	0	0	12	103	863	3	5	1400,88	0,64	4202,64
34	Familiar	Femenino	No	Casado	1		340	0	0	12	105	825	2	0	700	0,41	0
49	Familiar	Masculino	No	Soltero	0	200	500	120,47	0	10	212	957	2	0	835,78	0,02	1671,56
55	Familiar	Masculino	No	Soltero	0	960	2400	514,49	0	1	82	625	2	0	654,77	0,23	1309,55
37	Familiar	Femenino	No	Soltero	0	1000	4000	675,17	0	7	122	938	8	13	2696	0,2	7189,33
31	Sin Info	Femenino	Sin Info	Casado	0			500	0	10	83	834	1	0	800,31	0,39	800,31
28	Sin Info	Masculino	Sin Info	Union libre	0		300	0	0	9	40	905	2	0	450	0,46	900
35	Familiar	Masculino	No	Soltero	0		549	0	0	10	58	597	6	57	677,51	0,16	2032,53
22	Familiar	Masculino	No	Soltero	0	760	1900	263,1	0	1	32	895	1	0	3600	0,42	3600
32	Familiar	Masculino	No	Union libre	1	160	1200	0	0	9	46	526	2	0	550	0,16	0
65	Familiar	Femenino	No	Casado	0			0	0	12	88	746	2	0	250	0,13	0
61	Sin Info	Masculino	No	Casado	1			639,79	0	13	81	924	1	0	700	0,02	700
57	Familiar	Masculino	No	Soltero	0			0	0	11	232	855	6	80	1033,33	0,18	3100
54	Familiar	Femenino	No	Soltero	0		300	0	0	11	96	957	5	28	1600	0,17	8000
55	Sin Info	Masculino	Sin Info	Casado	0		295	700	0	13	98	925	3	17	1016,54	0,14	1524,81
50	Familiar	Masculino	Si	Union libre	0		460	0	0	11	169	952	8	32	2608,7	0,32	6956,53
44	Familiar	Masculino	No	Union libre	0			0	0	7	44	875	2	0	200	0,04	0
36	Familiar	Femenino	No	Casado	0			204	0	12	80	916	4	26	1225	0,15	2450
45	Familiar	Masculino	No	Casado	1	2000	4500	0	0	9	82	957	4	10	2025	0,24	8100
47	Familiar	Masculino	No	Soltero	0		295	0	0	11	59	903	3	47	933,33	0,33	0
46	Familiar	Masculino	No	Soltero	0			0	0	11	70	956	7	32	1076,69	0,29	3768,41
42	Propia	Masculino	No	Casado	0		295	0	0	12	168	926	2	0	400	0,32	0
41	Familiar	Masculino	Si	Union libre	0		421	0	0	0	33	940	6	28	741,67	0,18	4450
41	Sin Info	Femenino	Sin Info	Casado	0			900	0	10	99	888	4	46	1272,5	0,15	1696,67
44	Familiar	Femenino	No	Soltero	0		294	0	0	10	101	878	3	13	766,67	0,16	2300
33	Familiar	Masculino	Si	Union libre	0		292	0	0	10	29	643	5	15	743,24	0,23	3716,19
34	Familiar	Femenino	No	Soltero	0			160,06	0	9	70	842	4	20	750	0,16	1500
33	Sin Info	Femenino	Sin Info	Casado	0			0	0	10	88	957	4	52	1125	0,2	2250
32	Sin Info	Femenino	No	Soltero	0		405	0	0	3	128	974	7	26	207,14	0,13	725
32	Familiar	Masculino	No	Divorciado	0		730	0	0	12	94	880	2	0	466,5	0,13	0
32	Familiar	Masculino	No	Casado	1		350	523,69	0	13	61	562	2	0	531,94	0,06	1063,88
24	Sin Info	Masculino	Sin Info	Soltero	0		368	300	0	13	29	889	5	11	735,4	0,31	1225,66
28	Sin Info	Femenino	Si	Soltero	0		292	0	0	12	57	929	4	5	461,93	0,17	1847,71
56	Propia	Masculino	No	Casado	0			306	0	8	74	913	4	23	1950	0,2	3900
45	Familiar	Masculino	No	Casado	0			800	0	12	74	157	8	17	1378,9	0,23	2757,79
44	Familiar	Femenino	No	Casado	1	280	264	102	0	11	55	381	2	0	750	0,01	1500
31	Sin Info	Masculino	Sin Info	Soltero	0		428	308	0	5	68	837	7	67	843,79	0,2	1968,83
56	Familiar	Masculino	No	Casado	0		836	0	0	10	93	952	4	6	1810,5	0,14	7242
35	Familiar	Masculino	No	Soltero	0			200	0	11	73	915	4	27	1132,25	0,23	4529
37	Familiar	Masculino	No	Soltero	0		295	0	0	9	61	803	4	3	957,55	0,31	3830,2
22	Alquilada	Masculino	No	Soltero	0	560	1400	0	0	9	53	888	4	0	762,5	0,35	0
49	Familiar	Masculino	No	Soltero	0			163,78	0	5	1	874	2	0	163,78	0,02	327,56
36	Familiar	Masculino	No	Soltero	0	320	800	218,24	0	1	51	900	2	0	400,01	0,09	800,03
37	Familiar	Femenino	No	Casado	1		295	0	0	11	95	932	2	0	2000	0,72	0
29	Familiar	Masculino	No	Soltero	0			177,57	0	3	1	874	2	0	319,92	0,03	639,83
66	Familiar	Masculino	No	Soltero	0			400	0	12	104	848	2	0	1696,01	0,17	3392,02
52	Familiar	Femenino	No	Casado	0		292	0	0	9	86	917	4	23	1500	0,35	6000
48	Propia	Masculino	No	Casado	1			199,12	0	1	131	938	2	0	567,21	0,49	1134,41
44	Familiar	Masculino	No	Soltero	0		1356	0	0	11	167	771	5	7	752,4	0,23	3762
46	Sin Info	Femenino	Sin Info	Viudo	0		298	0	0	10	91	391	6	20	1762,33	0,15	3524,67
42	Familiar	Masculino	No	Soltero	0			343,8	0	1	37	35	2	0	745,03	0,07	1490,06
32	Familiar	Masculino	No	Casado	0		2256	0	0	10	113	911	6	5	1529,67	0,51	4589
25	Familiar	Femenino	No	Soltero	0			0	0	10	37	943	8	36	2123,25	0,19	5662
29	Familiar	Masculino	No	Soltero	0	680	340	452,12	0	6	31	897	4	20	1038	0,21	2076
34	Familiar	Masculino	No	Soltero	0		430	0	0	9	106	946	6	17	3063,24	0,3	9189,71
35	Familiar	Masculino	No	Soltero	0		292	24,23	0	11	84	867	2	0	519,5	0,05	1039
44	Sin Info	Femenino	Sin Info	Casado	0		3022	2349	0	13	73	949	4	64	3232,5	0,52	6465
52	Propia	Masculino	No	Casado	0		400	142,68	0	11	1	839	2	0	9950	0,02	19900
43	Familiar	Masculino	No	Soltero	0		360	0	0	5	70	890	6	15	1128,18	0,34	3384,55
43	Sin Info	Masculino	No	Casado	1	700	2320	2462,61	0	11	113	58	3	76	2133,33	0,43	3200
39	Propia	Femenino	No	Soltero	0		775	558	0	9	58	619	5	36	480	0,17	1200
37	Sin Info	Femenino	Sin Info	Casado	0		340	300	0	13	96	953	3	12	1966,67	0,18	2950
32	Familiar	Masculino	No	Soltero	0		302	0	0	0	88	922	8	32	3990	0,36	10640
32	Familiar	Masculino	No	Soltero	0		264	0	0	8	32	934	2	0	400	0,32	0
56	Propia	Femenino	No	Divorciado	0	200	1450	0	0	9	108	950	2	0	323,5	0,53	0
36	Sin Info	Femenino	No	Soltero	0			0	0	7	83	864	2	2	200	0,03	0
30	Familiar	Masculino	No	Soltero	0	280	700	339,2	0	1	59	913	1	0	1000	0,06	1000
39	Propia	Masculino	No	Soltero	0		400	0	0	12	45	877	7	31	357,14	0,25	2500
58	Familiar	Femenino	No	Soltero	0			120	0	13	171	889	2	0	1803,7	0,18	3607,4
57	Familiar	Femenino	Sin Info	Union libre	1	200	350	0	0	10	54	811	3	17	1737,6	0,25	5212,8
55	Familiar	Femenino	No	Soltero	0			0	0	8	89	792	6	39	2391,67	0,41	7175
59	Familiar	Femenino	No	Soltero	0			0	0	12	56	954	2	0	650	0,27	0
48	Familiar	Femenino	Si	Casado	0		320	0	0	10	93	933	6	10	625	0,04	1875
56	Sin Info	Femenino	Sin Info	Soltero	0			1000	0	12	181	949	3	18	1700	0,21	2550
48	Familiar	Masculino	No	Union libre	0		442	23,3	0	13	93	952	6	92	1318	0,14	2636
44	Sin Info	Masculino	No	Soltero	0			0	0	8	217	942	5	106	2025,71	0,25	3376,19
44	Familiar	Masculino	No	Soltero	0		292	798,78	0	6	206	904	2	4	400	0,09	800
49	Familiar	Femenino	Si	Casado	0		434	0	0	11	44	661	2	0	400	0,05	0
43	Sin Info	Masculino	Sin Info	Casado	0		477	300	0	11	100	945	1	0	400	0,08	400
38	Familiar	Masculino	No	Soltero	0		264	0	0	11	146	80	2	0	300,5	0,32	0
24	Familiar	Masculino	No	Soltero	0		596	0	0	7	60	825	10	25	453	0,26	4530
34	Familiar	Femenino	No	Casado	0			200	0	10	92	937	2	0	465,79	0,06	931,58
34	Familiar	Femenino	Si	Soltero	0			135,28	0	13	124	888	4	86	2361,93	0,33	3149,25
35	Familiar	Masculino	No	Soltero	0		1100	482,08	0	9	111	484	4	6	972,75	0,58	1945,5
33	Familiar	Masculino	No	Soltero	0		515	209	0	13	85	685	6	52	1549,17	0,23	3098,33
32	Sin Info	Femenino	Sin Info	Casado	0		817	260,84	0	13	96	954	1	0	695	0,11	695
27	Familiar	Femenino	No	Soltero	0		700	0	0	7	61	869	2	0	200	0,34	0
25	Familiar	Femenino	No	Soltero	0		668	972,45	0	13	86	524	8	57	968,95	0,38	1937,9
27	Familiar	Femenino	No	Soltero	0		450	0	0	6	57	968	7	55	519,57	0,15	1818,5
29	Sin Info	Masculino	Sin Info	Soltero	0		312	305,02	0	13	89	932	1	0	602	0,04	602
27	Familiar	Masculino	No	Soltero	0			0	0	7	44	941	6	16	986,67	0,22	2960
40	Propia	Masculino	No	Divorciado	0	300	1200	0	0	12	40	944	4	8	1725	0,44	6900
29	Familiar	Masculino	No	Casado	1	1100	2900	0	0	12	76	958	4	11	2800	0,35	11200
28	Familiar	Femenino	No	Soltero	0	7340	7900	300	0	12	94	773	2	0	2300	0,55	4600
53	Familiar	Masculino	No	Soltero	0		2500	0	0	7	223	968	4	3	1829,5	0,17	7318
46	Familiar	Masculino	No	Soltero	0		378	0	0	7	75	492	6	70	1041,67	0,3	3125
38	Familiar	Femenino	No	Casado	0		295	0	0	10	132	952	8	17	790	0,13	3160
32	Familiar	Masculino	No	Soltero	0		400	2400	0	13	67	922	5	13	872	0,36	2180
28	Sin Info	Masculino	Sin Info	Casado	0		510	0	0	7	35	937	6	18	1143,21	0,21	3429,64
27	Familiar	Masculino	No	Soltero	0		450	0	0	0	31	266	3	11	533,33	0,1	1600
54	Familiar	Femenino	No	Casado	0		292	0	0	10	106	819	2	0	850	0,47	0
52	Familiar	Masculino	No	Soltero	0	480	1200	874,6	0	1	3	879	2	0	1004,02	0,22	2008,03
49	Familiar	Masculino	No	Soltero	0		292	0	0	0	99	961	7	20	1953,29	0,3	4557,67
47	Sin Info	Masculino	Sin Info	Soltero	0		1041	0	0	10	125	956	4	62	2776	0,41	5552
37	Familiar	Masculino	No	Soltero	0		550	0	0	12	143	974	8	39	1725	0,46	4600
42	Familiar	Masculino	No	Soltero	0		646	0	0	12	124	970	4	14	931,5	0,21	3726
34	Familiar	Masculino	No	Divorciado	0		295	70	0	13	108	938	2	0	1817	0,23	3634
31	Familiar	Masculino	No	Soltero	0	280	589	0	0	12	51	835	2	0	432	0,03	0
26	Familiar	Femenino	No	Soltero	0		583	0	0	12	78	908	6	15	466,67	0,2	2800
27	Familiar	Masculino	No	Soltero	0		1000	0	0	12	71	909	5	54	887,8	0,35	4439
30	Familiar	Masculino	No	Soltero	0		442	0	0	11	79	917	4	1	542,75	0,09	2171
32	Familiar	Masculino	No	Soltero	0		400	0	0	11	72	811	2	0	849,5	0,33	0
30	Familiar	Masculino	No	Soltero	0		264	859,52	0	1	85	925	4	39	431,28	0,23	1725,13
29	Familiar	Masculino	No	Soltero	0		293	0	0	10	88	917	6	11	591,67	0,14	1775
26	Familiar	Masculino	No	Soltero	0		450	0	0	12	49	785	4	41	600	0,61	2400
27	Familiar	Masculino	No	Soltero	0	400	600	1835,37	1	2	108	922	8	30	1423,93	0,18	3797,15
43	Familiar	Femenino	No	Soltero	0		292	0	0	8	45	936	4	8	775	0,16	3100
33	Familiar	Masculino	No	Casado	0		729	964,7	0	12	92	863	5	91	666	0,34	1665
28	Familiar	Femenino	No	Casado	1	100	400	0	0	12	55	936	2	0	1229,77	0,27	0
55	Propia	Femenino	No	Soltero	0	2200	4500	0	0	11	146	870	6	15	1283,33	0,49	7700
24	Familiar	Masculino	No	Soltero	0	1000	2500	0	0	0	32	902	6	31	1383,33	0,4	4150
58	Sin Info	Masculino	Sin Info	Casado	0			531,03	0	12	115	947	3	105	600	0,1	900
23	Familiar	Masculino	No	Casado	1	300	845	968,91	0	1	24	891	9	23	506,55	0,31	1139,73
59	Familiar	Masculino	No	Soltero	0		1000	0	0	0	298	881	7	31	1134,29	0,38	3970
47	Sin Info	Femenino	Sin Info	Casado	0			199	0	10	60	842	1	0	400	0,05	400
45	Familiar	Masculino	Si	Casado	0			500	0	12	94	924	6	13	1217,6	0,17	3652,8
43	Familiar	Masculino	No	Soltero	0		2310	0	0	12	66	926	6	65	2442,92	0,35	7328,74
39	Propia	Masculino	No	Soltero	0	760	772	0	0	11	173	949	4	2	1146	0,21	4584
38	Familiar	Masculino	No	Soltero	0		519	848,23	0	12	90	358	2	4	911,5	0,19	1823
33	Familiar	Masculino	Si	Casado	0		526	0	0	10	82	948	4	5	1775	0,39	7100
31	Familiar	Masculino	No	Soltero	0		302	401,85	0	12	84	88	3	83	508,13	0,32	1524,38
33	Familiar	Femenino	No	Soltero	0			0	0	10	28	848	2	0	277,21	0,05	0
28	Sin Info	Masculino	Sin Info	Soltero	0		531	445,4	0	9	79	920	3	5	600	0,26	900
32	Familiar	Masculino	No	Soltero	0		264	730,86	0	1	6	879	4	5	275	0,13	1100
29	Familiar	Femenino	Si	Soltero	0		295	11,28	0	13	96	920	6	40	1749,44	0,18	5248,31
31	Familiar	Masculino	No	Soltero	0		528	0	0	7	58	667	2	0	300	0,01	0
27	Familiar	Masculino	No	Soltero	0		400	0	0	10	37	938	5	36	536,8	0,06	2684
26	Familiar	Masculino	No	Soltero	0		625	0	0	10	41	825	6	19	683,33	0,3	2050
25	Familiar	Masculino	No	Soltero	0		626	100	0	9	79	927	8	21	521,45	0,2	1390,52
24	Sin Info	Masculino	Sin Info	Soltero	0			0	0	0	47	947	5	12	300	0,17	750
21	Familiar	Masculino	No	Soltero	0	280	608	0	0	1	0	0	2	0	361,52	0	0
20	Familiar	Masculino	No	Soltero	0		280	107,47	0	1	8	432	1	0	700	0,24	700
40	Familiar	Masculino	Sin Info	Casado	1			612	0	12	76	915	1	0	1632,58	0,28	1632,58
29	Familiar	Femenino	No	Soltero	0	400	790	500	0	13	44	924	2	0	1100	0,44	2200
62	Familiar	Masculino	No	Soltero	0		300	300	0	11	112	875	3	29	748,01	0,1	2244,02
55	Familiar	Masculino	No	Soltero	0			2000	0	9	168	871	6	63	6200	0,68	12400
33	Familiar	Masculino	Si	Casado	0		366	60	0	12	108	957	5	107	1637,95	0,2	2729,91
39	Familiar	Masculino	No	Soltero	0			299,94	0	1	56	904	1	0	1000	0,23	1000
30	Sin Info	Femenino	No	Soltero	0		402	0	0	12	98	931	8	15	720,63	0,23	1921,67
30	Familiar	Masculino	No	Soltero	0		547	204	0	9	85	820	6	11	868	0,23	1736
30	Sin Info	Femenino	Sin Info	Soltero	0		378	0	0	8	79	904	8	15	692,7	0,22	1385,4
24	Familiar	Femenino	No	Casado	0		576	0	0	0	56	966	8	43	2000	0,32	5333,33
24	Familiar	Masculino	No	Soltero	0	360	900	0	0	1	16	682	2	0	100	0	0
54	Familiar	Masculino	No	Soltero	0		646	0	0	8	251	955	4	1	750	0,11	3000
49	Familiar	Masculino	No	Soltero	0		400	7,86	0	13	141	957	2	0	925	0	1850
51	Alquilada	Femenino	No	Soltero	0	875	3000	0	0	6	75	917	4	7	733,94	0,42	2935,77
52	Familiar	Femenino	No	Casado	0		292	0	0	11	67	904	8	22	898,75	0,03	3595
41	Familiar	Masculino	No	Soltero	0		295	0	0	11	86	965	4	13	1100	0,15	4400
42	Sin Info	Masculino	Sin Info	Casado	0		733	0	0	6	107	954	2	1	910	0,28	1820
27	Sin Info	Femenino	No	Soltero	0		935	0	0	10	22	974	2	0	950	0,01	0
32	Familiar	Masculino	No	Soltero	0	400	900	0	0	10	48	724	8	28	1149,25	0,19	4597
30	Familiar	Masculino	No	Soltero	0		193	612	0	12	61	795	4	28	813	0,3	1626
24	Familiar	Masculino	No	Soltero	0		611	0	0	11	29	854	8	18	1167,5	0,36	3113,33
28	Familiar	Femenino	No	Union libre	0		392	0	0	11	34	410	4	6	580	0,22	2320
28	Familiar	Masculino	No	Soltero	0			1000	0	13	52	933	3	16	3133,33	0,48	9400
25	Familiar	Masculino	No	Soltero	0		292	0	0	3	64	951	2	0	1100	0,3	0
25	Familiar	Masculino	No	Soltero	0		292	0	0	12	74	951	2	0	1000	0,29	0
42	Sin Info	Masculino	No	Soltero	0			830	0	13	88	835	3	13	1109,47	0,36	1664,21
39	Sin Info	Masculino	Sin Info	Divorciado	0		604	0	0	10	104	943	6	23	1640,25	0,19	3280,5
41	Familiar	Femenino	No	Soltero	0		337	0	0	0	136	944	8	54	1145	0,23	3053,33
35	Familiar	Masculino	No	Soltero	0		656	0	0	11	96	933	6	33	400	0,12	2400
35	Familiar	Masculino	No	Soltero	0		346	0	0	12	41	940	2	0	1054,5	0,23	0
31	Propia	Masculino	No	Soltero	0	360	770	0	0	8	31	932	6	12	767,67	0,28	2303
26	Familiar	Masculino	No	Soltero	0	560	400	0	0	6	17	928	2	0	250	0	0
30	Familiar	Femenino	No	Soltero	0	1300	2400	0	0	9	39	702	4	7	800	0,26	3200
59	Propia	Femenino	No	Casado	1	150	600	0	0	11	88	925	2	0	1350	0,32	0
63	Propia	Masculino	No	Soltero	0	1000	2000	2493,6	0	5	129	939	6	70	1216,67	0,16	3650
47	Otras	Masculino	No	Casado	1	880	2200	0	0	11	119	849	2	0	800	0,3	0
28	Familiar	Masculino	No	Soltero	0	720	555	0	0	7	66	896	2	0	571,5	0,29	0
36	Sin Info	Masculino	Sin Info	Casado	0		300	195,42	0	13	89	936	5	9	926	0,25	1543,33
35	Familiar	Femenino	No	Casado	0		308	0	0	9	79	954	4	11	775	0,22	3100
50	Sin Info	Masculino	Sin Info	Casado	0		375	0	0	0	66	926	4	60	425	0,11	850
57	Familiar	Femenino	No	Soltero	0			0	0	12	37	966	6	32	1645,83	0,16	4937,48
51	Sin Info	Masculino	Sin Info	Casado	0			609,48	0	11	102	889	3	6	645,01	0,17	967,51
51	Familiar	Masculino	No	Casado	0		743	0	0	11	29	887	4	10	578,5	0,1	2314
46	Familiar	Masculino	No	Soltero	0		224	58,04	0	1	176	941	1	0	800	0,01	800
45	Familiar	Masculino	No	Union libre	0			0	0	10	88	957	2	0	400	0,05	0
46	Familiar	Femenino	No	Soltero	0			0	0	11	88	723	8	70	1148,1	0,45	3061,61
39	Sin Info	Masculino	Sin Info	Soltero	0		306	0	0	9	91	907	6	28	2398,2	0,41	4796,41
39	Familiar	Masculino	No	Soltero	0		2449	0	0	0	132	944	2	58	2050	0,13	4100
39	Familiar	Masculino	No	Soltero	0	400	1000	0	0	1	151	921	2	0	260,37	0,09	0
38	Familiar	Masculino	No	Soltero	0			149,12	0	13	84	617	2	0	648	0,03	1296
35	Familiar	Masculino	Si	Soltero	0		419	0	0	9	61	806	4	2	425	0,11	1700
34	Familiar	Masculino	No	Soltero	0			800	0	10	91	943	4	23	825	0,18	1650
31	Sin Info	Masculino	No	Soltero	0		407	402	0	13	64	843	2	63	547	0,12	547
24	Sin Info	Femenino	Sin Info	Casado	0		986	0	0	10	64	935	8	17	1291,81	0,24	3444,83
26	Sin Info	Femenino	Sin Info	Union libre	0		400	166,91	0	11	67	817	1	0	500	0,02	500
27	Familiar	Femenino	No	Union libre	0			0	0	2	70	899	5	8	660	0,27	1650
